"","MODEL","CALCERR","LIBVER","FULLID","CALCVAL","INST","CODE"
"227",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-094-001",1.00343,"LANL","MCNP6.1.1beta"
"228",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-094-002",1.00373,"LANL","MCNP6.1.1beta"
"229","Simplified Model",6e-05,"ENDFB-VII.1","HEU-MET-FAST-100-001",1.00492,"LANL","MCNP6.1.1beta"
"230","Simplified Model",6e-05,"ENDFB-VII.1","HEU-MET-FAST-100-002",0.99882,"LANL","MCNP6.1.1beta"
"231",NA,7e-05,"ENDFB-VII.1","HEU-MET-INTER-001-001",1.00142,"LANL","MCNP6.1.1beta"
"232",NA,8e-05,"ENDFB-VII.1","HEU-MET-INTER-006-001",0.99295,"LANL","MCNP6.1.1beta"
"233",NA,8e-05,"ENDFB-VII.1","HEU-MET-INTER-006-002",0.99688,"LANL","MCNP6.1.1beta"
"234",NA,8e-05,"ENDFB-VII.1","HEU-MET-INTER-006-003",1.00081,"LANL","MCNP6.1.1beta"
"235",NA,7e-05,"ENDFB-VII.1","HEU-MET-INTER-006-004",1.00708,"LANL","MCNP6.1.1beta"
"236",NA,8e-05,"ENDFB-VII.1","HEU-MET-MIXED-001-001",1.00201,"LANL","MCNP6.1.1beta"
"237",NA,8e-05,"ENDFB-VII.1","HEU-MET-MIXED-002-001",1.00667,"LANL","MCNP6.1.1beta"
"238",NA,8e-05,"ENDFB-VII.1","HEU-MET-MIXED-003-001",1.00756,"LANL","MCNP6.1.1beta"
"239",NA,7e-05,"ENDFB-VII.1","HEU-MET-MIXED-012-001",1.00046,"LANL","MCNP6.1.1beta"
"240",NA,8e-05,"ENDFB-VII.1","HEU-MET-MIXED-015-001",0.99697,"LANL","MCNP6.1.1beta"
"241",NA,8e-05,"ENDFB-VII.1","HEU-MET-MIXED-016-001",1.00173,"LANL","MCNP6.1.1beta"
"242",NA,8e-05,"ENDFB-VII.1","HEU-MET-MIXED-016-002",1.00268,"LANL","MCNP6.1.1beta"
"243",NA,8e-05,"ENDFB-VII.1","HEU-MET-MIXED-017-001",0.9954,"LANL","MCNP6.1.1beta"
"244",NA,8e-05,"ENDFB-VII.1","HEU-MET-MIXED-020-001",1.00389,"LANL","MCNP6.1.1beta"
"245",NA,8e-05,"ENDFB-VII.1","HEU-MET-MIXED-020-002",1.00267,"LANL","MCNP6.1.1beta"
"246","Detailed Model",8e-05,"ENDFB-VII.1","HEU-MET-THERM-010-001",1.00868,"LANL","MCNP6.1.1beta"
"247","Detailed Model",9e-05,"ENDFB-VII.1","HEU-MET-THERM-012-001",1.0093,"LANL","MCNP6.1.1beta"
"248","Detailed Model",9e-05,"ENDFB-VII.1","HEU-MET-THERM-014-001",1.00787,"LANL","MCNP6.1.1beta"
"249","Detailed Model",8e-05,"ENDFB-VII.1","HEU-MET-THERM-031-001",1.00865,"LANL","MCNP6.1.1beta"
"250",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-001-001",0.998,"LANL","MCNP6.1.1beta"
"251",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-001-002",0.99572,"LANL","MCNP6.1.1beta"
"252",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-001-003",1.00188,"LANL","MCNP6.1.1beta"
"253",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-001-004",0.99829,"LANL","MCNP6.1.1beta"
"254",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-001-005",0.99857,"LANL","MCNP6.1.1beta"
"255",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-001-006",1.00205,"LANL","MCNP6.1.1beta"
"256",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-001-007",0.99785,"LANL","MCNP6.1.1beta"
"257",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-001-008",0.99818,"LANL","MCNP6.1.1beta"
"258",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-001-009",0.99432,"LANL","MCNP6.1.1beta"
"259",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-001-010",0.9924,"LANL","MCNP6.1.1beta"
"260",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-004-003",0.98843,"LANL","MCNP6.1.1beta"
"261",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-004-004",0.9908,"LANL","MCNP6.1.1beta"
"262",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-004-005",0.9895,"LANL","MCNP6.1.1beta"
"263",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-004-006",0.98609,"LANL","MCNP6.1.1beta"
"264",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-006-001",0.98215,"LANL","MCNP6.1.1beta"
"265",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-006-002",0.98653,"LANL","MCNP6.1.1beta"
"266",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-003",0.99836,"LANL","MCNP6.1.1beta"
"267",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-004",1.00063,"LANL","MCNP6.1.1beta"
"268",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-005",1.00785,"LANL","MCNP6.1.1beta"
"269",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-006",0.9991,"LANL","MCNP6.1.1beta"
"270",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-007",1.00077,"LANL","MCNP6.1.1beta"
"271",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-006-008",0.9816,"LANL","MCNP6.1.1beta"
"272",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-006-009",0.98621,"LANL","MCNP6.1.1beta"
"273",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-010",0.99814,"LANL","MCNP6.1.1beta"
"274",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-011",1.0008,"LANL","MCNP6.1.1beta"
"275",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-006-012",0.98112,"LANL","MCNP6.1.1beta"
"276",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-006-013",0.9845,"LANL","MCNP6.1.1beta"
"277",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-014",0.99917,"LANL","MCNP6.1.1beta"
"278",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-015",1.00678,"LANL","MCNP6.1.1beta"
"279",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-016",0.99872,"LANL","MCNP6.1.1beta"
"280",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-017",1.00052,"LANL","MCNP6.1.1beta"
"281",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-018",1.00011,"LANL","MCNP6.1.1beta"
"282",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-019",1.00725,"LANL","MCNP6.1.1beta"
"283",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-020",0.99913,"LANL","MCNP6.1.1beta"
"284",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-021",1.00095,"LANL","MCNP6.1.1beta"
"285",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-022",0.99845,"LANL","MCNP6.1.1beta"
"286",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-023",1.0005,"LANL","MCNP6.1.1beta"
"287",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-024",1.0077,"LANL","MCNP6.1.1beta"
"288",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-025",0.99941,"LANL","MCNP6.1.1beta"
"289",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-026",1.00118,"LANL","MCNP6.1.1beta"
"290",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-006-027",0.98287,"LANL","MCNP6.1.1beta"
"291",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-006-028",0.98544,"LANL","MCNP6.1.1beta"
"292",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-006-029",1.00139,"LANL","MCNP6.1.1beta"
"293",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-009-001",1.00197,"LANL","MCNP6.1.1beta"
"294",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-009-002",1.00239,"LANL","MCNP6.1.1beta"
"295",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-009-003",1.00212,"LANL","MCNP6.1.1beta"
"296",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-009-004",0.99646,"LANL","MCNP6.1.1beta"
"297",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-010-001",1.00129,"LANL","MCNP6.1.1beta"
"298",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-011-001",1.00478,"LANL","MCNP6.1.1beta"
"299",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-011-002",1.00083,"LANL","MCNP6.1.1beta"
"300",NA,5e-05,"ENDFB-VII.1","HEU-SOL-THERM-012-001",1.00097,"LANL","MCNP6.1.1beta"
"301",NA,6e-05,"ENDFB-VII.1","HEU-SOL-THERM-013-001",0.99858,"LANL","MCNP6.1.1beta"
"302",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-019-001",0.99746,"LANL","MCNP6.1.1beta"
"303",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-019-002",0.99918,"LANL","MCNP6.1.1beta"
"304",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-019-003",0.99475,"LANL","MCNP6.1.1beta"
"305",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-020-001",0.99057,"LANL","MCNP6.1.1beta"
"306",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-020-002",0.99628,"LANL","MCNP6.1.1beta"
"307",NA,0.00012,"ENDFB-VII.1","HEU-SOL-THERM-020-003",1.00508,"LANL","MCNP6.1.1beta"
"308",NA,0.00012,"ENDFB-VII.1","HEU-SOL-THERM-020-004",1.00478,"LANL","MCNP6.1.1beta"
"309",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-020-005",1.01439,"LANL","MCNP6.1.1beta"
"310",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-025-001",1.00087,"LANL","MCNP6.1.1beta"
"311",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-025-002",1.00033,"LANL","MCNP6.1.1beta"
"312",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-025-003",0.99532,"LANL","MCNP6.1.1beta"
"313",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-025-004",1.0008,"LANL","MCNP6.1.1beta"
"314",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-025-005",1.00316,"LANL","MCNP6.1.1beta"
"315",NA,7e-05,"ENDFB-VII.1","HEU-SOL-THERM-025-006",1.00841,"LANL","MCNP6.1.1beta"
"316",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-025-007",1.01268,"LANL","MCNP6.1.1beta"
"317",NA,7e-05,"ENDFB-VII.1","HEU-SOL-THERM-025-008",1.00992,"LANL","MCNP6.1.1beta"
"318",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-025-009",1.00381,"LANL","MCNP6.1.1beta"
"319",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-025-010",1.00815,"LANL","MCNP6.1.1beta"
"320",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-025-011",1.00714,"LANL","MCNP6.1.1beta"
"321",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-025-012",1.00588,"LANL","MCNP6.1.1beta"
"322",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-025-013",1.01385,"LANL","MCNP6.1.1beta"
"323",NA,7e-05,"ENDFB-VII.1","HEU-SOL-THERM-025-014",1.00504,"LANL","MCNP6.1.1beta"
"324",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-025-015",0.99899,"LANL","MCNP6.1.1beta"
"325",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-025-016",1.00909,"LANL","MCNP6.1.1beta"
"326",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-025-017",1.00112,"LANL","MCNP6.1.1beta"
"327",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-025-018",0.99885,"LANL","MCNP6.1.1beta"
"328",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-027-001",0.99591,"LANL","MCNP6.1.1beta"
"329",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-027-002",0.99683,"LANL","MCNP6.1.1beta"
"330",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-027-003",0.99769,"LANL","MCNP6.1.1beta"
"331",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-027-004",0.9985,"LANL","MCNP6.1.1beta"
"332",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-027-005",0.99647,"LANL","MCNP6.1.1beta"
"333",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-027-006",0.99142,"LANL","MCNP6.1.1beta"
"334",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-027-007",0.99785,"LANL","MCNP6.1.1beta"
"335",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-027-008",1.00045,"LANL","MCNP6.1.1beta"
"336",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-027-009",0.99797,"LANL","MCNP6.1.1beta"
"337",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-028-001",0.99653,"LANL","MCNP6.1.1beta"
"338",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-028-002",0.99714,"LANL","MCNP6.1.1beta"
"339",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-028-003",0.99827,"LANL","MCNP6.1.1beta"
"340",NA,8e-05,"ENDFB-VII.1","HEU-SOL-THERM-028-004",0.99893,"LANL","MCNP6.1.1beta"
"341",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-028-005",0.99369,"LANL","MCNP6.1.1beta"
"342",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-028-006",0.99746,"LANL","MCNP6.1.1beta"
"343",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-028-007",0.99767,"LANL","MCNP6.1.1beta"
"344",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-028-008",0.99788,"LANL","MCNP6.1.1beta"
"345",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-028-009",0.99545,"LANL","MCNP6.1.1beta"
"346",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-028-010",0.9939,"LANL","MCNP6.1.1beta"
"347",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-028-011",0.99695,"LANL","MCNP6.1.1beta"
"348",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-028-012",0.99435,"LANL","MCNP6.1.1beta"
"349",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-028-013",0.99601,"LANL","MCNP6.1.1beta"
"350",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-028-014",0.99618,"LANL","MCNP6.1.1beta"
"351",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-028-015",1.00418,"LANL","MCNP6.1.1beta"
"352",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-028-016",1.00046,"LANL","MCNP6.1.1beta"
"353",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-028-017",0.99576,"LANL","MCNP6.1.1beta"
"354",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-028-018",0.99661,"LANL","MCNP6.1.1beta"
"355",NA,4e-05,"ENDFB-VII.1","HEU-SOL-THERM-032-001",0.9993,"LANL","MCNP6.1.1beta"
"356",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-001",0.99507,"LANL","MCNP6.1.1beta"
"357",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-002",0.99722,"LANL","MCNP6.1.1beta"
"358",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-003",0.99759,"LANL","MCNP6.1.1beta"
"359",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-004",0.99523,"LANL","MCNP6.1.1beta"
"360",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-005",0.99514,"LANL","MCNP6.1.1beta"
"361",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-006",0.99672,"LANL","MCNP6.1.1beta"
"362",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-007",0.99761,"LANL","MCNP6.1.1beta"
"363",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-008",0.99835,"LANL","MCNP6.1.1beta"
"364",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-009",0.99862,"LANL","MCNP6.1.1beta"
"365",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-010",0.99722,"LANL","MCNP6.1.1beta"
"366",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-011",0.99621,"LANL","MCNP6.1.1beta"
"367",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-012",0.99594,"LANL","MCNP6.1.1beta"
"368",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-013",1.00081,"LANL","MCNP6.1.1beta"
"369",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-014",1.00154,"LANL","MCNP6.1.1beta"
"370",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-015",1.00079,"LANL","MCNP6.1.1beta"
"371",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-016",1.00008,"LANL","MCNP6.1.1beta"
"372",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-017",0.99683,"LANL","MCNP6.1.1beta"
"373",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-018",0.99515,"LANL","MCNP6.1.1beta"
"374",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-019",0.9972,"LANL","MCNP6.1.1beta"
"375",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-020",0.99734,"LANL","MCNP6.1.1beta"
"376",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-021",0.99716,"LANL","MCNP6.1.1beta"
"377",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-022",0.99758,"LANL","MCNP6.1.1beta"
"378",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-023",0.99694,"LANL","MCNP6.1.1beta"
"379",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-024",0.99709,"LANL","MCNP6.1.1beta"
"380",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-025",0.99726,"LANL","MCNP6.1.1beta"
"381",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-026",0.99794,"LANL","MCNP6.1.1beta"
"382",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-027",0.99735,"LANL","MCNP6.1.1beta"
"383",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-038-028",0.99746,"LANL","MCNP6.1.1beta"
"384",NA,5e-05,"ENDFB-VII.1","HEU-SOL-THERM-042-001",0.99667,"LANL","MCNP6.1.1beta"
"385",NA,5e-05,"ENDFB-VII.1","HEU-SOL-THERM-042-002",0.99642,"LANL","MCNP6.1.1beta"
"386",NA,4e-05,"ENDFB-VII.1","HEU-SOL-THERM-042-003",1.0008,"LANL","MCNP6.1.1beta"
"387",NA,3e-05,"ENDFB-VII.1","HEU-SOL-THERM-042-004",1.00224,"LANL","MCNP6.1.1beta"
"388",NA,3e-05,"ENDFB-VII.1","HEU-SOL-THERM-042-005",1.00021,"LANL","MCNP6.1.1beta"
"389",NA,3e-05,"ENDFB-VII.1","HEU-SOL-THERM-042-006",1.00049,"LANL","MCNP6.1.1beta"
"390",NA,3e-05,"ENDFB-VII.1","HEU-SOL-THERM-042-007",1.00136,"LANL","MCNP6.1.1beta"
"391",NA,3e-05,"ENDFB-VII.1","HEU-SOL-THERM-042-008",1.00205,"LANL","MCNP6.1.1beta"
"392",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-043-001",0.99469,"LANL","MCNP6.1.1beta"
"393",NA,7e-05,"ENDFB-VII.1","HEU-SOL-THERM-043-002",1.00535,"LANL","MCNP6.1.1beta"
"394",NA,6e-05,"ENDFB-VII.1","HEU-SOL-THERM-043-003",1.00098,"LANL","MCNP6.1.1beta"
"395",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-049-001",0.99885,"LANL","MCNP6.1.1beta"
"396",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-049-002",0.99054,"LANL","MCNP6.1.1beta"
"397",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-049-003",0.99796,"LANL","MCNP6.1.1beta"
"398",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-049-004",0.99914,"LANL","MCNP6.1.1beta"
"399",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-049-005",1.00148,"LANL","MCNP6.1.1beta"
"400",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-049-006",1.00518,"LANL","MCNP6.1.1beta"
"401",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-049-007",1.00552,"LANL","MCNP6.1.1beta"
"402",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-049-008",1.00416,"LANL","MCNP6.1.1beta"
"403",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-049-009",0.99823,"LANL","MCNP6.1.1beta"
"404",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-049-010",0.98884,"LANL","MCNP6.1.1beta"
"405",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-049-011",0.99295,"LANL","MCNP6.1.1beta"
"406",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-049-012",0.99573,"LANL","MCNP6.1.1beta"
"407",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-049-013",0.9967,"LANL","MCNP6.1.1beta"
"408",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-049-014",0.99789,"LANL","MCNP6.1.1beta"
"409",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-049-015",0.99987,"LANL","MCNP6.1.1beta"
"410",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-049-016",0.99855,"LANL","MCNP6.1.1beta"
"411",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-049-017",0.99825,"LANL","MCNP6.1.1beta"
"412",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-049-018",0.99999,"LANL","MCNP6.1.1beta"
"413",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-049-019",1.0008,"LANL","MCNP6.1.1beta"
"414",NA,9e-05,"ENDFB-VII.1","HEU-SOL-THERM-049-020",0.9992,"LANL","MCNP6.1.1beta"
"415",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-050-001",1.00735,"LANL","MCNP6.1.1beta"
"416",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-050-002",1.00281,"LANL","MCNP6.1.1beta"
"417",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-050-003",1.00469,"LANL","MCNP6.1.1beta"
"418",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-050-004",1.00438,"LANL","MCNP6.1.1beta"
"419",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-050-005",1.00072,"LANL","MCNP6.1.1beta"
"420",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-050-006",1.00921,"LANL","MCNP6.1.1beta"
"421",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-050-007",0.99831,"LANL","MCNP6.1.1beta"
"422",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-050-008",0.99785,"LANL","MCNP6.1.1beta"
"423",NA,1e-04,"ENDFB-VII.1","HEU-SOL-THERM-050-009",0.99708,"LANL","MCNP6.1.1beta"
"424",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-050-010",0.98003,"LANL","MCNP6.1.1beta"
"425",NA,0.00011,"ENDFB-VII.1","HEU-SOL-THERM-050-011",0.99138,"LANL","MCNP6.1.1beta"
"426",NA,6e-05,"ENDFB-VII.1","IEU-COMP-FAST-004-001",1.00005,"LANL","MCNP6.1.1beta"
"427","Reference Model",6e-05,"ENDFB-VII.1","IEU-MET-FAST-001-001",1.00014,"LANL","MCNP6.1.1beta"
"428","Reference Model",6e-05,"ENDFB-VII.1","IEU-MET-FAST-001-002",1.00049,"LANL","MCNP6.1.1beta"
"429","Reference Model",6e-05,"ENDFB-VII.1","IEU-MET-FAST-001-003",1.00042,"LANL","MCNP6.1.1beta"
"430","Reference Model",6e-05,"ENDFB-VII.1","IEU-MET-FAST-001-004",1.00155,"LANL","MCNP6.1.1beta"
"431",NA,6e-05,"ENDFB-VII.1","IEU-MET-FAST-002-001",0.99881,"LANL","MCNP6.1.1beta"
"432","Detailed Model",6e-05,"ENDFB-VII.1","IEU-MET-FAST-003-001",1.00228,"LANL","MCNP6.1.1beta"
"433","Detailed Model",6e-05,"ENDFB-VII.1","IEU-MET-FAST-004-001",1.00737,"LANL","MCNP6.1.1beta"
"434","Detailed Model",6e-05,"ENDFB-VII.1","IEU-MET-FAST-005-001",1.00178,"LANL","MCNP6.1.1beta"
"435","Detailed Model",6e-05,"ENDFB-VII.1","IEU-MET-FAST-006-001",0.99615,"LANL","MCNP6.1.1beta"
"436","Detailed Model",5e-05,"ENDFB-VII.1","IEU-MET-FAST-007-001",1.00448,"LANL","MCNP6.1.1beta"
"437",NA,6e-05,"ENDFB-VII.1","IEU-MET-FAST-008-001",1.00533,"LANL","MCNP6.1.1beta"
"438",NA,7e-05,"ENDFB-VII.1","IEU-MET-FAST-009-001",1.01052,"LANL","MCNP6.1.1beta"
"439",NA,5e-05,"ENDFB-VII.1","IEU-MET-FAST-010-001",0.99627,"LANL","MCNP6.1.1beta"
"440",NA,5e-05,"ENDFB-VII.1","IEU-MET-FAST-012-001",1.003,"LANL","MCNP6.1.1beta"
"441",NA,5e-05,"ENDFB-VII.1","IEU-MET-FAST-013-001",0.99683,"LANL","MCNP6.1.1beta"
"442",NA,5e-05,"ENDFB-VII.1","IEU-MET-FAST-014-001",0.99686,"LANL","MCNP6.1.1beta"
"443",NA,5e-05,"ENDFB-VII.1","IEU-MET-FAST-014-002",0.9936,"LANL","MCNP6.1.1beta"
"444",NA,6e-05,"ENDFB-VII.1","IEU-MET-FAST-015-001",0.99905,"LANL","MCNP6.1.1beta"
"445",NA,5e-05,"ENDFB-VII.1","IEU-MET-FAST-016-001",0.99642,"LANL","MCNP6.1.1beta"
"446",NA,7e-05,"ENDFB-VII.1","LEU-COMP-THERM-001-001",0.99955,"LANL","MCNP6.1.1beta"
"447",NA,7e-05,"ENDFB-VII.1","LEU-COMP-THERM-001-002",0.99906,"LANL","MCNP6.1.1beta"
"448",NA,6e-05,"ENDFB-VII.1","LEU-COMP-THERM-001-003",0.9985,"LANL","MCNP6.1.1beta"
"449",NA,6e-05,"ENDFB-VII.1","LEU-COMP-THERM-001-004",0.99908,"LANL","MCNP6.1.1beta"
"450",NA,7e-05,"ENDFB-VII.1","LEU-COMP-THERM-001-005",0.99695,"LANL","MCNP6.1.1beta"
